Date__(UT)_,_HR:MN,,R.,A._,____(I,CRF),___,__DEC,Azi,El,APmag,S-brt,delta,deldot,S-O-T,/r,S-T-O,Sky_motion,Sky_mot_PA,RelVel-ANG,Lun_Sky_Brt,sky_SNR
2022-Sep-02,13:00,*,10,45,11.04,7,54,48.9,105.301475,28.441126,-26.723,-10.589,1.008974288,-0.7248231,0,/?,0,2.4051611,112.23451,-1.421045,n.a.,n.a.
2022-Sep-03,13:00,*,10,48,48.18,7,32,52.1,105.669882,28.252337,-26.723,-10.589,1.008726406,-0.729796,0,/?,0,2.4061375,112.35878,-1.430525,n.a.,n.a.
2022-Sep-04,13:00,*,10,52,25.04,7,10,48.2,106.039598,28.062171,-26.724,-10.589,1.008475852,-0.7340542,0,/?,0,2.407121,112.47702,-1.438607,n.a.,n.a.
2022-Sep-05,13:00,*,10,56,1.64,6,48,37.3,106.410475,27.870626,-26.724,-10.589,1.008223037,-0.7375721,0,/?,0,2.408123,112.58923,-1.445234,n.a.,n.a.
2022-Sep-06,13:00,*,10,59,37.99,6,26,20,106.782363,27.677698,-26.725,-10.589,1.007968378,-0.7403642,0,/?,0,2.4091562,112.69541,-1.450428,n.a.,n.a.
2022-Sep-07,13:00,*,11,3,14.11,6,3,56.4,107.155111,27.483376,-26.725,-10.589,1.007712271,-0.7424927,0,/?,0,2.410233,112.79559,-1.454302,n.a.,n.a.
2022-Sep-08,13:00,*,11,6,50.03,5,41,26.9,107.528566,27.287646,-26.726,-10.589,1.007455059,-0.7440674,0,/?,0,2.4113639,112.88977,-1.457064,n.a.,n.a.
2022-Sep-09,13:00,*,11,10,25.77,5,18,51.8,107.90258,27.090488,-26.727,-10.589,1.007197012,-0.7452374,0,/?,0,2.4125562,112.978,-1.459001,n.a.,n.a.
2022-Sep-10,13:00,*,11,14,1.36,4,56,11.3,108.277003,26.891881,-26.727,-10.589,1.006938307,-0.7461722,0,/?,0,2.4138128,113.06029,-1.460441,n.a.,n.a.
2022-Sep-11,13:00,*,11,17,36.8,4,33,25.8,108.651687,26.691802,-26.728,-10.589,1.006679022,-0.7470378,0,/?,0,2.4151318,113.13666,-1.461709,n.a.,n.a.
2022-Sep-12,13:00,*,11,21,12.14,4,10,35.6,109.026486,26.490232,-26.728,-10.589,1.006419144,-0.7479764,0,/?,0,2.4165074,113.20712,-1.463086,n.a.,n.a.
2022-Sep-13,13:00,*m,11,24,47.39,3,47,41,109.401256,26.287154,-26.729,-10.589,1.006158593,-0.7490932,0,/?,0,2.4179314,113.27167,-1.464781,n.a.,n.a.
2022-Sep-14,13:00,*m,11,28,22.58,3,24,42.2,109.775849,26.082557,-26.729,-10.589,1.005897234,-0.7504547,0,/?,0,2.4193944,113.33031,-1.46693,n.a.,n.a.
2022-Sep-15,13:00,*m,11,31,57.72,3,1,39.7,110.150123,25.876434,-26.73,-10.589,1.005634907,-0.7520941,0,/?,0,2.4208875,113.38301,-1.469602,n.a.,n.a.
2022-Sep-16,13:00,*m,11,35,32.84,2,38,33.6,110.523933,25.668784,-26.73,-10.589,1.00537144,-0.7540207,0,/?,0,2.4224021,113.42975,-1.472819,n.a.,n.a.
2022-Sep-17,13:00,*m,11,39,7.96,2,15,24.3,110.897137,25.45961,-26.731,-10.589,1.00510666,-0.756229,0,/?,0,2.4239313,113.47053,-1.476575,n.a.,n.a.
2022-Sep-18,13:00,*m,11,42,43.09,1,52,12.1,111.269593,25.248919,-26.732,-10.589,1.0048404,-0.7587058,0,/?,0,2.4254685,113.5053,-1.480849,n.a.,n.a.
2022-Sep-19,13:00,*m,11,46,18.26,1,28,57.5,111.641161,25.03672,-26.732,-10.589,1.0045725,-0.7614348,0,/?,0,2.4270081,113.53404,-1.48561,n.a.,n.a.
2022-Sep-20,13:00,*m,11,49,53.49,1,5,40.6,112.011703,24.823026,-26.733,-10.589,1.004302814,-0.7643978,0,/?,0,2.4285447,113.55673,-1.490828,n.a.,n.a.
2022-Sep-21,13:00,*m,11,53,28.8,0,42,21.9,112.381082,24.607856,-26.733,-10.589,1.004031203,-0.7675737,0,/?,0,2.4300729,113.57334,-1.496463,n.a.,n.a.
2022-Sep-22,13:00,*m,11,57,4.2,0,19,1.7,112.74916,24.391227,-26.734,-10.589,1.003757545,-0.7709358,0,/?,0,2.4315871,113.58384,-1.502468,n.a.,n.a.
2022-Sep-23,13:00,*m,12,0,39.71,0,4,19.7,113.115805,24.173163,-26.735,-10.589,1.003481735,-0.7744473,0,/?,0,2.4330814,113.5882,-1.508774,n.a.,n.a.
2022-Sep-24,13:00,*m,12,4,15.36,0,27,41.8,113.480886,23.953691,-26.735,-10.589,1.003203693,-0.778057,0,/?,0,2.4345501,113.58638,-1.515287,n.a.,n.a.
2022-Sep-25,13:00,*m,12,7,51.15,0,51,4.4,113.844271,23.732839,-26.736,-10.589,1.002923375,-0.7816957,0,/?,0,2.4359876,113.57834,-1.521874,n.a.,n.a.
2022-Sep-26,13:00,*m,12,11,27.11,-1,14,27.1,114.205834,23.51064,-26.736,-10.589,1.002640781,-0.7852743,0,/?,0,2.4373893,113.56405,-1.528367,n.a.,n.a.
2022-Sep-27,13:00,*m,12,15,3.25,-1,37,49.4,114.565448,23.287128,-26.737,-10.589,1.00235597,-0.788686,0,/?,0,2.4387525,113.54348,-1.534561,n.a.,n.a.
2022-Sep-28,13:00,*,12,18,39.59,-2,1,11.1,114.92299,23.062342,-26.738,-10.589,1.002069066,-0.7918113,0,/?,0,2.4400763,113.51661,-1.540225,n.a.,n.a.
2022-Sep-29,13:00,*,12,22,16.15,-2,24,31.7,115.278336,22.836321,-26.738,-10.589,1.001780264,-0.7945269,0,/?,0,2.4413628,113.4834,-1.545119,n.a.,n.a.
2022-Sep-30,13:00,*,12,25,52.94,-2,47,50.9,115.631362,22.609104,-26.739,-10.589,1.001489827,-0.7967153,0,/?,0,2.4426166,113.44386,-1.549014,n.a.,n.a.
2022-Oct-01,13:00,*,12,29,29.98,-3,11,8.2,115.981943,22.380732,-26.74,-10.589,1.001198086,-0.7982753,0,/?,0,2.4438451,113.39797,-1.551708,n.a.,n.a.
2022-Oct-02,13:00,*,12,33,7.29,-3,34,23.3,116.329952,22.151245,-26.74,-10.589,1.000905421,-0.7991302,0,/?,0,2.4450577,113.34575,-1.55305,n.a.,n.a.
2022-Oct-03,13:00,*,12,36,44.89,-3,57,35.9,116.675264,21.920682,-26.741,-10.589,1.000612248,-0.7992352,0,/?,0,2.4462654,113.2872,-1.552943,n.a.,n.a.
2022-Oct-04,13:00,*,12,40,22.8,-4,20,45.6,117.017749,21.689078,-26.741,-10.589,1.000319,-0.7985814,0,/?,0,2.4474801,113.22234,-1.551365,n.a.,n.a.
2022-Oct-05,13:00,*,12,44,1.05,-4,43,52,117.357283,21.456467,-26.742,-10.589,1.000026102,-0.7971998,0,/?,0,2.4487136,113.1512,-1.548368,n.a.,n.a.
2022-Oct-06,13:00,*,12,47,39.64,-5,6,54.8,117.693736,21.222877,-26.743,-10.589,0.999733953,-0.7951604,0,/?,0,2.4499768,113.0738,-1.544081,n.a.,n.a.
2022-Oct-07,13:00,*,12,51,18.61,-5,29,53.6,118.026985,20.988335,-26.743,-10.589,0.999442899,-0.7925685,0,/?,0,2.4512785,112.99016,-1.538702,n.a.,n.a.
2022-Oct-08,13:00,*,12,54,57.98,-5,52,48.2,118.356905,20.752866,-26.744,-10.589,0.999153218,-0.7895549,0,/?,0,2.4526245,112.90029,-1.532482,n.a.,n.a.
2022-Oct-09,13:00,*,12,58,37.77,-6,15,38.1,118.683376,20.516494,-26.745,-10.589,0.99886511,-0.7862626,0,/?,0,2.4540174,112.80421,-1.525695,n.a.,n.a.
2022-Oct-10,13:00,*,13,2,18,-6,38,23,119.006279,20.279243,-26.745,-10.589,0.998578689,-0.7828316,0,/?,0,2.4554561,112.70192,-1.518615,n.a.,n.a.
2022-Oct-11,13:00,*,13,5,58.71,-7,1,2.7,119.325495,20.041143,-26.746,-10.589,0.998293999,-0.779385,0,/?,0,2.4569366,112.59342,-1.51148,n.a.,n.a.
2022-Oct-12,13:00,*m,13,9,39.9,-7,23,36.7,119.640909,19.802227,-26.746,-10.589,0.998011014,-0.7760211,0,/?,0,2.458453,112.4787,-1.504486,n.a.,n.a.
2022-Oct-13,13:00,*m,13,13,21.61,-7,46,4.7,119.952407,19.562532,-26.747,-10.589,0.997729663,-0.7728109,0,/?,0,2.4599981,112.35776,-1.497774,n.a.,n.a.
2022-Oct-14,13:00,*m,13,17,3.85,-8,8,26.4,120.259877,19.322102,-26.748,-10.589,0.997449841,-0.7698011,0,/?,0,2.4615648,112.23056,-1.491438,n.a.,n.a.
2022-Oct-15,13:00,*m,13,20,46.64,-8,30,41.3,120.563209,19.080986,-26.748,-10.589,0.997171421,-0.7670191,0,/?,0,2.4631462,112.0971,-1.485536,n.a.,n.a.
2022-Oct-16,13:00,*m,13,24,30.01,-8,52,49.2,120.862296,18.839236,-26.749,-10.589,0.996894267,-0.7644801,0,/?,0,2.4647358,111.95735,-1.480101,n.a.,n.a.
2022-Oct-17,13:00,*m,13,28,13.96,-9,14,49.7,121.157033,18.596908,-26.749,-10.589,0.996618234,-0.7621922,0,/?,0,2.4663277,111.81129,-1.475151,n.a.,n.a.
2022-Oct-18,13:00,*m,13,31,58.53,-9,36,42.3,121.447318,18.354066,-26.75,-10.589,0.996343175,-0.7601601,0,/?,0,2.4679163,111.65892,-1.470698,n.a.,n.a.
2022-Oct-19,13:00,*m,13,35,43.72,-9,58,26.6,121.733053,18.110773,-26.751,-10.589,0.99606894,-0.7583866,0,/?,0,2.469496,111.5002,-1.466751,n.a.,n.a.
2022-Oct-20,13:00,*m,13,39,29.55,-10,20,2.4,122.014141,17.867099,-26.751,-10.589,0.995795382,-0.7568716,0,/?,0,2.4710607,111.33512,-1.463313,n.a.,n.a.
2022-Oct-21,13:00,*m,13,43,16.04,-10,41,29.2,122.29049,17.623116,-26.752,-10.589,0.995522351,-0.7556082,0,/?,0,2.472604,111.16367,-1.460373,n.a.,n.a.
2022-Oct-22,13:00,*m,13,47,3.2,-11,2,46.5,122.562011,17.378903,-26.752,-10.589,0.995249709,-0.7545773,0,/?,0,2.4741183,110.98581,-1.4579,n.a.,n.a.
2022-Oct-23,13:00,*m,13,50,51.05,-11,23,54,122.828617,17.134538,-26.753,-10.589,0.994977333,-0.7537402,0,/?,0,2.4755961,110.80155,-1.455823,n.a.,n.a.
2022-Oct-24,13:00,*m,13,54,39.59,-11,44,51.3,123.090229,16.890108,-26.754,-10.589,0.994705128,-0.7530315,0,/?,0,2.4770294,110.61084,-1.45402,n.a.,n.a.
2022-Oct-25,13:00,*m,13,58,28.84,-12,5,37.9,123.34677,16.645702,-26.754,-10.589,0.994433049,-0.7523557,0,/?,0,2.4784113,110.4137,-1.452311,n.a.,n.a.
2022-Oct-26,13:00,*m,14,2,18.8,-12,26,13.4,123.598168,16.401412,-26.755,-10.589,0.994161113,-0.7515882,0,/?,0,2.4797371,110.2101,-1.45046,n.a.,n.a.
2022-Oct-27,13:00,*,14,6,9.49,-12,46,37.3,123.844353,16.157335,-26.755,-10.589,0.993889418,-0.7505842,0,/?,0,2.4810051,110.00007,-1.448189,n.a.,n.a.
2022-Oct-28,13:00,*,14,10,0.92,-13,6,49.3,124.085258,15.913568,-26.756,-10.589,0.993618144,-0.7491939,0,/?,0,2.4822172,109.78362,-1.44521,n.a.,n.a.
2022-Oct-29,13:00,*,14,13,53.09,-13,26,49,124.320816,15.670212,-26.757,-10.589,0.99334756,-0.7472802,0,/?,0,2.4833795,109.5608,-1.441255,n.a.,n.a.
2022-Oct-30,13:00,*,14,17,46.01,-13,46,35.8,124.55096,15.427365,-26.757,-10.589,0.993078004,-0.7447339,0,/?,0,2.4845009,109.33164,-1.436109,n.a.,n.a.
2022-Oct-31,13:00,*,14,21,39.69,-14,6,9.3,124.775624,15.185126,-26.758,-10.589,0.992809867,-0.7414839,0,/?,0,2.4855925,109.09621,-1.429629,n.a.,n.a.
2022-Nov-01,13:00,*,14,25,34.13,-14,25,29.3,124.99474,14.94359,-26.758,-10.589,0.992543569,-0.7375008,0,/?,0,2.4866665,108.85455,-1.421752,n.a.,n.a.
2022-Nov-02,13:00,*,14,29,29.36,-14,44,35.1,125.208242,14.702848,-26.759,-10.589,0.992279539,-0.7327947,0,/?,0,2.4877345,108.60673,-1.412491,n.a.,n.a.
2022-Nov-03,13:00,*,14,33,25.37,-15,3,26.6,125.416066,14.462988,-26.76,-10.589,0.992018185,-0.7274112,0,/?,0,2.4888076,108.35281,-1.401927,n.a.,n.a.
2022-Nov-04,13:00,*,14,37,22.18,-15,22,3.2,125.618147,14.224095,-26.76,-10.589,0.991759884,-0.7214243,0,/?,0,2.4898949,108.09283,-1.390197,n.a.,n.a.
2022-Nov-05,13:00,*,14,41,19.79,-15,40,24.6,125.814427,13.986252,-26.761,-10.589,0.991504962,-0.7149306,0,/?,0,2.4910038,107.82685,-1.377483,n.a.,n.a.
2022-Nov-06,13:00,*,14,45,18.23,-15,58,30.4,126.004845,13.749538,-26.761,-10.589,0.991253686,-0.7080409,0,/?,0,2.492139,107.55492,-1.363995,n.a.,n.a.
2022-Nov-07,13:00,*,14,49,17.49,-16,16,20.2,126.189345,13.514035,-26.762,-10.589,0.991006258,-0.7008718,0,/?,0,2.4933029,107.27708,-1.349956,n.a.,n.a.
2022-Nov-08,13:00,*,14,53,17.58,-16,33,53.7,126.367873,13.279825,-26.762,-10.589,0.99076281,-0.693538,0,/?,0,2.4944955,106.99336,-1.335587,n.a.,n.a.
2022-Nov-09,13:00,*,14,57,18.51,-16,51,10.5,126.540378,13.046992,-26.763,-10.589,0.990523415,-0.686144,0,/?,0,2.4957147,106.70382,-1.321091,n.a.,n.a.
2022-Nov-10,13:00,*m,15,1,20.3,-17,8,10.1,126.706809,12.815623,-26.763,-10.589,0.990288086,-0.6787799,0,/?,0,2.4969567,106.40848,-1.306642,n.a.,n.a.
2022-Nov-11,13:00,*m,15,5,22.94,-17,24,52.3,126.86712,12.585809,-26.764,-10.589,0.990056791,-0.6715184,0,/?,0,2.4982169,106.10739,-1.292382,n.a.,n.a.
2022-Nov-12,13:00,*m,15,9,26.44,-17,41,16.6,127.021267,12.357643,-26.764,-10.589,0.989829462,-0.664416,0,/?,0,2.4994901,105.80059,-1.278424,n.a.,n.a.
2022-Nov-13,13:00,*m,15,13,30.79,-17,57,22.6,127.169208,12.131223,-26.765,-10.589,0.989606002,-0.6575156,0,/?,0,2.5007709,105.48811,-1.264851,n.a.,n.a.
2022-Nov-14,13:00,*m,15,17,36.02,-18,13,10,127.310907,11.906647,-26.765,-10.589,0.989386291,-0.6508505,0,/?,0,2.502054,105.17001,-1.251731,n.a.,n.a.
2022-Nov-15,13:00,*m,15,21,42.1,-18,28,38.3,127.446329,11.684021,-26.766,-10.589,0.989170193,-0.644448,0,/?,0,2.5033343,104.84634,-1.239118,n.a.,n.a.
2022-Nov-16,13:00,*m,15,25,49.04,-18,43,47.2,127.575443,11.463447,-26.766,-10.589,0.988957559,-0.6383329,0,/?,0,2.5046068,104.51714,-1.227061,n.a.,n.a.
2022-Nov-17,13:00,*m,15,29,56.85,-18,58,36.3,127.698224,11.245036,-26.767,-10.589,0.988748224,-0.6325287,0,/?,0,2.5058658,104.18247,-1.215609,n.a.,n.a.
2022-Nov-18,13:00,*m,15,34,5.5,-19,13,5.2,127.814649,11.028896,-26.767,-10.589,0.98854201,-0.6270565,0,/?,0,2.5071053,103.8424,-1.204804,n.a.,n.a.
2022-Nov-19,13:00,*m,15,38,15,-19,27,13.6,127.9247,10.815141,-26.768,-10.589,0.988338731,-0.6219312,0,/?,0,2.508318,103.49699,-1.194677,n.a.,n.a.
2022-Nov-20,13:00,*m,15,42,25.34,-19,41,0.9,128.028364,10.603885,-26.768,-10.589,0.988138194,-0.6171544,0,/?,0,2.5094954,103.1463,-1.185236,n.a.,n.a.
2022-Nov-21,13:00,*m,15,46,36.51,-19,54,26.9,128.125635,10.395248,-26.768,-10.589,0.987940212,-0.6127042,0,/?,0,2.5106281,102.79041,-1.17644,n.a.,n.a.
2022-Nov-22,13:00,*m,15,50,48.49,-20,7,31.2,128.216512,10.189349,-26.769,-10.589,0.98774462,-0.6085239,0,/?,0,2.5117057,102.4294,-1.168188,n.a.,n.a.
2022-Nov-23,13:00,*m,15,55,1.27,-20,20,13.4,128.301001,9.986311,-26.769,-10.589,0.9875513,-0.6045148,0,/?,0,2.5127191,102.06336,-1.160293,n.a.,n.a.
2022-Nov-24,13:00,*m,15,59,14.84,-20,32,33.1,128.379114,9.786262,-26.77,-10.589,0.987360199,-0.600536,0,/?,0,2.513661,101.6924,-1.152489,n.a.,n.a.
2022-Nov-25,13:00,*,16,3,29.18,-20,44,29.9,128.450867,9.589329,-26.77,-10.589,0.98717136,-0.596417,0,/?,0,2.5145286,101.31665,-1.144452,n.a.,n.a.
2022-Nov-26,13:00,*,16,7,44.26,-20,56,3.5,128.516279,9.395642,-26.771,-10.589,0.986984924,-0.5919805,0,/?,0,2.5153241,100.93627,-1.13584,n.a.,n.a.
2022-Nov-27,13:00,*,16,12,0.06,-21,7,13.5,128.575371,9.20533,-26.771,-10.589,0.986801132,-0.5870691,0,/?,0,2.5160546,100.55141,-1.126351,n.a.,n.a.
2022-Nov-28,13:00,*,16,16,16.58,-21,17,59.6,128.628161,9.018519,-26.771,-10.589,0.986620305,-0.5815663,0,/?,0,2.5167308,100.16225,-1.115755,n.a.,n.a.
2022-Nov-29,13:00,*,16,20,33.77,-21,28,21.5,128.674669,8.83533,-26.772,-10.589,0.986442816,-0.5754067,0,/?,0,2.5173654,99.76895,-1.103922,n.a.,n.a.
2022-Nov-30,13:00,*,16,24,51.64,-21,38,18.9,128.714916,8.655879,-26.772,-10.589,0.986269061,-0.5685742,0,/?,0,2.5179714,99.371693,-1.090816,n.a.,n.a.
2022-Dec-01,13:00,*,16,29,10.15,-21,47,51.5,128.748923,8.480274,-26.773,-10.589,0.986099434,-0.5610932,0,/?,0,2.5185603,98.970637,-1.076477,n.a.,n.a.
2022-Dec-02,13:00,*,16,33,29.28,-21,56,59,128.776713,8.308622,-26.773,-10.589,0.985934305,-0.5530172,0,/?,0,2.5191423,98.565943,-1.061002,n.a.,n.a.
2022-Dec-03,13:00,*,16,37,49.02,-22,5,41.2,128.798311,8.14102,-26.773,-10.589,0.985774009,-0.544419,0,/?,0,2.5197255,98.157768,-1.044527,n.a.,n.a.
2022-Dec-04,13:00,*,16,42,9.35,-22,13,57.7,128.813742,7.977566,-26.774,-10.589,0.985618833,-0.5353836,0,/?,0,2.5203159,97.746265,-1.027213,n.a.,n.a.
2022-Dec-05,13:00,*,16,46,30.24,-22,21,48.5,128.823036,7.818352,-26.774,-10.589,0.985469015,-0.5260022,0,/?,0,2.5209179,97.331586,-1.009231,n.a.,n.a.
2022-Dec-06,13:00,*,16,50,51.67,-22,29,13.2,128.826223,7.66347,-26.774,-10.589,0.985324738,-0.5163685,0,/?,0,2.5215341,96.913883,-0.99076,n.a.,n.a.
2022-Dec-07,13:00,*,16,55,13.63,-22,36,11.6,128.823334,7.513012,-26.775,-10.589,0.985186131,-0.5065749,0,/?,0,2.5221656,96.493307,-0.971976,n.a.,n.a.
2022-Dec-08,13:00,*,16,59,36.08,-22,42,43.5,128.814406,7.367066,-26.775,-10.589,0.985053272,-0.4967093,0,/?,0,2.522812,96.070009,-0.953048,n.a.,n.a.
2022-Dec-09,13:00,*m,17,3,59,-22,48,48.7,128.799474,7.225723,-26.775,-10.589,0.984926189,-0.4868524,0,/?,0,2.5234716,95.644141,-0.93413,n.a.,n.a.
2022-Dec-10,13:00,*m,17,8,22.38,-22,54,27,128.778577,7.089072,-26.775,-10.589,0.984804866,-0.4770761,0,/?,0,2.524142,95.215858,-0.915362,n.a.,n.a.
2022-Dec-11,13:00,*m,17,12,46.18,-22,59,38.3,128.751759,6.957204,-26.776,-10.589,0.98468925,-0.4674432,0,/?,0,2.52482,94.785316,-0.896865,n.a.,n.a.
2022-Dec-12,13:00,*m,17,17,10.37,-23,4,22.4,128.719063,6.830208,-26.776,-10.589,0.984579251,-0.4580079,0,/?,0,2.5255018,94.352674,-0.878743,n.a.,n.a.
2022-Dec-13,13:00,*m,17,21,34.94,-23,8,39,128.680539,6.708174,-26.776,-10.589,0.984474752,-0.4488182,0,/?,0,2.5261838,93.918094,-0.86109,n.a.,n.a.
2022-Dec-14,13:00,*m,17,25,59.85,-23,12,28.2,128.636237,6.591192,-26.776,-10.589,0.984375609,-0.4399179,0,/?,0,2.5268617,93.48174,-0.843991,n.a.,n.a.
2022-Dec-15,13:00,*m,17,30,25.06,-23,15,49.6,128.586214,6.479349,-26.777,-10.589,0.984281653,-0.4313492,0,/?,0,2.5275311,93.04378,-0.827528,n.a.,n.a.
2022-Dec-16,13:00,*m,17,34,50.56,-23,18,43.3,128.530526,6.372733,-26.777,-10.589,0.98419269,-0.4231538,0,/?,0,2.528187,92.604381,-0.811782,n.a.,n.a.
2022-Dec-17,13:00,*m,17,39,16.3,-23,21,9.1,128.469239,6.271433,-26.777,-10.589,0.984108503,-0.4153723,0,/?,0,2.5288234,92.163713,-0.796831,n.a.,n.a.
2022-Dec-18,13:00,*m,17,43,42.26,-23,23,6.8,128.402418,6.175533,-26.777,-10.589,0.984028852,-0.4080399,0,/?,0,2.5294329,91.721949,-0.782744,n.a.,n.a.
2022-Dec-19,13:00,*m,17,48,8.4,-23,24,36.5,128.330137,6.08512,-26.777,-10.589,0.98395348,-0.4011787,0,/?,0,2.5300062,91.279261,-0.769567,n.a.,n.a.
2022-Dec-20,13:00,*m,17,52,34.68,-23,25,38,128.252474,6.000278,-26.777,-10.589,0.983882125,-0.3947849,0,/?,0,2.5305326,90.83583,-0.757294,n.a.,n.a.
2022-Dec-21,13:00,*m,17,57,1.08,-23,26,11.3,128.169517,5.921093,-26.778,-10.589,0.983814536,-0.3888142,0,/?,0,2.531,90.391844,-0.745844,n.a.,n.a.
2022-Dec-22,13:00,*m,18,1,27.54,-23,26,16.3,128.081358,5.847649,-26.778,-10.589,0.983750504,-0.38317,0,/?,0,2.5313968,89.947506,-0.735036,n.a.,n.a.
2022-Dec-23,13:00,*m,18,5,54.03,-23,25,53.1,127.988096,5.780031,-26.778,-10.589,0.983689889,-0.377702,0,/?,0,2.5317138,89.503037,-0.724584,n.a.,n.a.
2022-Dec-24,13:00,*,18,10,20.51,-23,25,1.5,127.889833,5.718323,-26.778,-10.589,0.983632653,-0.3722203,0,/?,0,2.5319468,89.058675,-0.714129,n.a.,n.a.
2022-Dec-25,13:00,*,18,14,46.93,-23,23,41.7,127.786675,5.662609,-26.778,-10.589,0.98357887,-0.3665253,0,/?,0,2.5320978,88.614668,-0.703288,n.a.,n.a.
2022-Dec-26,13:00,*,18,19,13.27,-23,21,53.6,127.678725,5.612968,-26.778,-10.589,0.983528723,-0.3604423,0,/?,0,2.5321746,88.171269,-0.691727,n.a.,n.a.
2022-Dec-27,13:00,*,18,23,39.48,-23,19,37.3,127.566084,5.569472,-26.778,-10.589,0.983482483,-0.3538471,0,/?,0,2.532189,87.728721,-0.679204,n.a.,n.a.
2022-Dec-28,13:00,*,18,28,5.52,-23,16,52.9,127.448853,5.532187,-26.778,-10.589,0.983440475,-0.3466751,0,/?,0,2.5321549,87.287255,-0.665592,n.a.,n.a.
2022-Dec-29,13:00,*,18,32,31.36,-23,13,40.5,127.32713,5.50117,-26.778,-10.589,0.983403045,-0.3389153,0,/?,0,2.5320854,86.84709,-0.650866,n.a.,n.a.
2022-Dec-30,13:00,*,18,36,56.96,-23,10,0.2,127.201013,5.476467,-26.779,-10.589,0.983370533,-0.3305963,0,/?,0,2.5319922,86.408426,-0.635076,n.a.,n.a.
2022-Dec-31,13:00,*,18,41,22.3,-23,5,52,127.070598,5.45812,-26.779,-10.589,0.983343254,-0.321771,0,/?,0,2.5318847,85.971456,-0.61832,n.a.,n.a.
2023-Jan-01,13:00,*,18,45,47.34,-23,1,16.2,126.935979,5.446163,-26.779,-10.589,0.983321489,-0.3125053,0,/?,0,2.5317703,85.536362,-0.600722,n.a.,n.a.